"Symbol","deg_1","deg_2","ndeg","ddeg","idx","degvcount","virus","gestation","deg_3","deg_4","deg_5","deg_6"
"BMP5",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"BMP7",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"C11orf86",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"C1QTNF3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"C7",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CADM3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CCN4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CCN5",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CDON",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CHAT",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CKMT1A",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CKMT1B",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CKMT2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CNTFR",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CNTN6",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL11A1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL14A1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL15A1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL16A1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL1A1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL1A2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL21A1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL3A1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL4A1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL5A1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL5A2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL6A6",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"COL9A3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CPA1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CPN2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CRABP1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CSGALNACT1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CSRNP3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"CYP2W1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"DLK1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"DPPA4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"DRD2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"DUSP9",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"ECRG4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"EDN3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"EFCAB1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"EGFL6",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"EGFLAM",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"ELOVL2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"EPHA3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"ESRP2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"FBN1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"FBN2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"FGA",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"FGFR2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"FGFR3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"FIBIN",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"FILIP1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"FLRT3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"FMO1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"FOXI3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"FREM2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"FRZB",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"GATA4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"GATA5",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"GDF6",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"GJA4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"GPC3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"GPLD1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"H4C11",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"HEY2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"HEYL",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"HGF",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"HIF3A",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"HIGD1B",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"HMCN1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"HOXA13",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"HR",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"HSD17B2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"HSPG2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"IGDCC4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"IL11RA",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"IL34",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"INMT",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"INSYN1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"IP6K3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"IQCN",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"ITGA11",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"ITIH5",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"KAZALD1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"KCNA4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"KIF26A",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"KIF26B",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LAMA2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LAMA5",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LAMC3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LARGE2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LEFTY2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LGI4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LGR4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LGR5",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LIN28B",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LOC102724788",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LOC112267876",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LOXL1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LRP2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LRRN2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LURAP1L",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LYPD6",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"LYVE1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"MATN2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"MEOX2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"METTL27",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"MMP23B",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"MPDZ",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"MPP2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"MYH10",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"NDUFA4L2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"NKAIN4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"NOSTRIN",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"NPNT",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"NR2F1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"OGN",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"OLFML2A",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"OR51E1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"P2RX6",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PCDH11X",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PCDHA12",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PCDHA6",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PCDHB14",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PCDHGA4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PCDHGA6",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PCDHGB1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PDE3A",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PDZRN4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PEG10",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PEG3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PHEX",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PID1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PITX1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PITX2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PLA2G2A",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PLA2G5",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PLCE1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PLEKHG1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PLIN1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PNMA2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PODNL1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PPL",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PRDM6",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PRELP",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PRL",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PRSS12",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PRUNE2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PTH1R",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"PTPRD",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"RANBP3L",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"RNF39",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"RSPO2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SBSPON",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SCN7A",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SEMA3G",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SEMA5B",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SEMA6D",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SERPINA3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SEZ6L2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SFRP1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SFTPB",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SGCD",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SLC13A4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SLC1A1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SLC22A11",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SLC38A4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SLC39A2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SLC40A1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SLC5A12",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SLC6A4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SLIT3",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SMIM10L2B",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SORBS2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SOX6",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SPARC",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SPDYE10P",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SPEG",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SPON1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"STAC2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"STON1-GTF2A1L",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SUSD2",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SVEP1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SYCE1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"SYT12",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"TBX20",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"TBX4",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"TBX5",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"TCF21",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"TMEM130",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"TMEM179",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"TMEM59L",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"TMEM88B",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"TNNC1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"VAT1L",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"WFDC1",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"ZNF423",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"ZNF660-ZNF197",-1,-1,3,-3,-9,"0.Down-regulated","HIV","Early/mid",-1,NA,NA,NA
"APOL6",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"CD74",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"CIITA",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"CISH",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"CLEC10A",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"CXCL10",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"CXCL11",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"CYP27B1",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"ETV7",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"GBP1",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"GBP4",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"GBP5",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"HLA-DMA",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"HLA-DMB",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"HLA-DPA1",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"HLA-DQA1",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"HLA-DRA",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"HLA-DRB1",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"KCNJ2",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"LAMP3",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"NUB1",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"RMDN3",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"TAP1",1,1,3,3,9,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"ANKRD22",1,0,2,2,4,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"APOL3",1,0,2,2,4,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"CCL8",0,1,2,2,4,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"GBP2",1,0,2,2,4,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"GIMAP7",1,0,2,2,4,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"HLA-DOA",1,0,2,2,4,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"HLA-DPB1",1,0,2,2,4,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"HLA-DQB1",1,0,2,2,4,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"HLA-DRB3",1,1,2,2,4,"2.Up-regulated","HIV","Early/mid",0,NA,NA,NA
"HLA-DRB5",0,1,2,2,4,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"HLA-E",1,1,2,2,4,"2.Up-regulated","HIV","Early/mid",0,NA,NA,NA
"HSH2D",1,1,2,2,4,"2.Up-regulated","HIV","Early/mid",0,NA,NA,NA
"IL15RA",1,0,2,2,4,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"IRF1",1,0,2,2,4,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"NAA25",0,1,2,2,4,"2.Up-regulated","HIV","Early/mid",1,NA,NA,NA
"NLRC5",1,1,2,2,4,"2.Up-regulated","HIV","Early/mid",0,NA,NA,NA
